DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,State,Region,Division,Provider Zip Code,Hospital Referral Region Description,Total Discharges,Average Covered Charges,Average Total Payments,Average Medicare Payments
683 - RENAL FAILURE W CC,310040,HOBOKEN UNIVERSITY MEDICAL CENTER,308 WILLOW AVE,HOBOKEN,NJ,New Jersey,Northeast,Middle Atlantic,7030,NJ - Hackensack,23,66622.34,9853.78,9168.91
683 - RENAL FAILURE W CC,310041,COMMUNITY MEDICAL CENTER,99 RT 37 WEST,TOMS RIVER,NJ,New Jersey,Northeast,Middle Atlantic,8755,NJ - Camden,330,46179.06,6197.59,5407.35
683 - RENAL FAILURE W CC,310044,CAPITAL HEALTH MEDICAL CENTER - HOPEWELL,ONE CAPITAL WAY,PENNINGTON,NJ,New Jersey,Northeast,Middle Atlantic,8534,PA - Philadelphia,17,66849.76,7762.52,7270.64
683 - RENAL FAILURE W CC,310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,350 ENGLE ST,ENGLEWOOD,NJ,New Jersey,Northeast,Middle Atlantic,7631,NJ - Hackensack,79,58074.05,8229.97,7048.36
683 - RENAL FAILURE W CC,310047,SHORE MEDICAL CENTER,1 EAST NEW YORK AVE,SOMERS POINT,NJ,New Jersey,Northeast,Middle Atlantic,8244,NJ - Camden,80,53710.38,6470.77,5191.51
683 - RENAL FAILURE W CC,310048,SOMERSET MEDICAL CENTER,110 REHILL AVE,SOMERVILLE,NJ,New Jersey,Northeast,Middle Atlantic,8876,NJ - New Brunswick,81,74655.32,7259.51,6547.23
683 - RENAL FAILURE W CC,310050,SAINT CLARE'S HOSPITAL,25 POCONO ROAD,DENVILLE,NJ,New Jersey,Northeast,Middle Atlantic,7834,NJ - Morristown,108,45927.5,6807.62,6063.98
683 - RENAL FAILURE W CC,310051,OVERLOOK HOSPITAL,99 BEAUVIOR AVE,SUMMIT,NJ,New Jersey,Northeast,Middle Atlantic,7902,NJ - Morristown,151,33748.1,8128.58,6899.31
683 - RENAL FAILURE W CC,310052,OCEAN MEDICAL CENTER,425 JACK MARTIN BLVD,BRICK,NJ,New Jersey,Northeast,Middle Atlantic,8724,NJ - Camden,177,49251.72,6309.86,5361.76
683 - RENAL FAILURE W CC,310054,MOUNTAINSIDE HOSPITAL,BAY AND HIGHLAND AVE,MONTCLAIR,NJ,New Jersey,Northeast,Middle Atlantic,7042,NJ - Newark,53,37318.56,8557.18,7856.58
683 - RENAL FAILURE W CC,310057,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,175 MADISON AVE,MOUNT HOLLY,NJ,New Jersey,Northeast,Middle Atlantic,8060,NJ - Camden,126,47299.1,6833.42,5475.03
683 - RENAL FAILURE W CC,310058,BERGEN REGIONAL MEDICAL CENTER,230 EAST RIDGEWOOD AVE,PARAMUS,NJ,New Jersey,Northeast,Middle Atlantic,7652,NJ - Hackensack,14,42802.85,9916.42,9076.57
683 - RENAL FAILURE W CC,310060,ST LUKE'S WARREN HOSPITAL,185 ROSEBERRY ST,PHILLIPSBURG,NJ,New Jersey,Northeast,Middle Atlantic,8865,PA - Allentown,79,48154.02,7618.69,6777.15
683 - RENAL FAILURE W CC,310061,LOURDES MEDICAL CENTER OF BURLINGTON COUNTY,218A SUNSET ROAD,WILLINGBORO,NJ,New Jersey,Northeast,Middle Atlantic,8046,NJ - Camden,44,57725.47,6618.63,5696.09
683 - RENAL FAILURE W CC,310064,ATLANTICARE REGIONAL MEDICAL CENTER - CITY DIV,1925 PACIFIC AVE,ATLANTIC CITY,NJ,New Jersey,Northeast,Middle Atlantic,8401,NJ - Camden,116,57138.87,7674.24,6091.05
683 - RENAL FAILURE W CC,310069,SOUTH JERSEY HEALTHCARE-ELMER HOSPITAL,501 WEST FRONT STREET,ELMER,NJ,New Jersey,Northeast,Middle Atlantic,8318,NJ - Camden,19,53665.47,6209.0,5199.52
683 - RENAL FAILURE W CC,310070,SAINT PETER'S UNIVERSITY HOSPITAL,254 EASTON AVE,NEW BRUNSWICK,NJ,New Jersey,Northeast,Middle Atlantic,8901,NJ - New Brunswick,101,68764.47,8649.5,8039.35
683 - RENAL FAILURE W CC,310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,1945 RTE 33,NEPTUNE,NJ,New Jersey,Northeast,Middle Atlantic,7754,NJ - Camden,123,57002.84,7478.09,6577.39
683 - RENAL FAILURE W CC,310074,LIBERTYHEALTH-JERSEY CITY MEDICAL CENTER CAMPUS,355 GRAND STREET,JERSEY CITY,NJ,New Jersey,Northeast,Middle Atlantic,7302,NJ - Newark,42,53542.85,10394.57,9690.11
683 - RENAL FAILURE W CC,310075,MONMOUTH MEDICAL CENTER,300 SECOND AVENUE,LONG BRANCH,NJ,New Jersey,Northeast,Middle Atlantic,7740,NJ - Camden,66,58988.24,8602.57,7818.93
683 - RENAL FAILURE W CC,310076,SAINT BARNABAS MEDICAL CENTER,94 OLD SHORT HILLS ROAD,LIVINGSTON,NJ,New Jersey,Northeast,Middle Atlantic,7039,NJ - Newark,98,60249.48,9546.18,8749.12
683 - RENAL FAILURE W CC,310081,UNDERWOOD - MEMORIAL HOSPITAL,509 N BROAD ST,WOODBURY,NJ,New Jersey,Northeast,Middle Atlantic,8096,PA - Philadelphia,79,46976.11,6560.87,5908.62
683 - RENAL FAILURE W CC,310083,EAST ORANGE GENERAL HOSPITAL,300 CENTRAL AVE,EAST ORANGE,NJ,New Jersey,Northeast,Middle Atlantic,7018,NJ - Newark,50,46303.14,7906.78,6941.86
683 - RENAL FAILURE W CC,310084,KIMBALL MEDICAL CENTER,600 RIVER AVE,LAKEWOOD,NJ,New Jersey,Northeast,Middle Atlantic,8701,NJ - Camden,82,46610.15,6773.21,6046.01
683 - RENAL FAILURE W CC,310086,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,18 EAST LAUREL ROAD,STRATFORD,NJ,New Jersey,Northeast,Middle Atlantic,8084,NJ - Camden,212,53202.86,8187.41,7477.2
683 - RENAL FAILURE W CC,310091,MEMORIAL HOSPITAL OF SALEM COUNTY,310 WOODSTOWN ROAD,SALEM,NJ,New Jersey,Northeast,Middle Atlantic,8079,DE - Wilmington,51,34441.23,6650.45,6009.9
683 - RENAL FAILURE W CC,310092,CAPITAL HEALTH SYSTEM-FULD CAMPUS,750 BRUNSWICK AVE,TRENTON,NJ,New Jersey,Northeast,Middle Atlantic,8638,PA - Philadelphia,28,101228.75,9044.03,6976.53
683 - RENAL FAILURE W CC,310096,"SAINT MICHAEL'S MEDICAL CENTER, INC",111 CENTRAL AVENUE,NEWARK,NJ,New Jersey,Northeast,Middle Atlantic,7102,NJ - Newark,57,29774.66,9398.71,8584.28
683 - RENAL FAILURE W CC,310108,JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY,65 JAMES STREET,EDISON,NJ,New Jersey,Northeast,Middle Atlantic,8818,NJ - New Brunswick,97,52992.2,7531.03,6752.88
683 - RENAL FAILURE W CC,310110,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL HAMILTON,ONE HAMILTON HEALTH PLACE,HAMILTON,NJ,New Jersey,Northeast,Middle Atlantic,8690,PA - Philadelphia,81,59482.46,6139.81,5367.98
683 - RENAL FAILURE W CC,310111,CENTRASTATE MEDICAL CENTER,901 WEST MAIN STREET,FREEHOLD,NJ,New Jersey,Northeast,Middle Atlantic,7728,NJ - Camden,100,38793.86,6529.42,5675.94
683 - RENAL FAILURE W CC,310112,BAYSHORE COMMUNITY HOSPITAL,727 N BEERS ST,HOLMDEL,NJ,New Jersey,Northeast,Middle Atlantic,7733,NJ - Camden,49,41330.97,6673.77,5214.67
683 - RENAL FAILURE W CC,310113,SOUTHERN OCEAN MEDICAL CENTER,1140 RT 72 W,MANAHAWKIN,NJ,New Jersey,Northeast,Middle Atlantic,8050,NJ - Camden,67,39272.13,6282.61,5198.02
683 - RENAL FAILURE W CC,310115,HACKETTSTOWN REGIONAL MEDICAL CENTER,651 WILLOW GROVE ST,HACKETTSTOWN,NJ,New Jersey,Northeast,Middle Atlantic,7840,NJ - Morristown,16,52632.62,6723.87,5368.75
683 - RENAL FAILURE W CC,310118,MEADOWLANDS HOSPITAL MEDICAL CENTER,55 MEADOWLANDS PKWY,SECAUCUS,NJ,New Jersey,Northeast,Middle Atlantic,7094,NJ - Hackensack,11,109334.27,7402.45,7099.45
683 - RENAL FAILURE W CC,310119,UMDNJ UNIVERSITY HOSPITAL,150 BERGEN ST,NEWARK,NJ,New Jersey,Northeast,Middle Atlantic,7103,NJ - Newark,54,40583.0,12900.81,12172.44
683 - RENAL FAILURE W CC,320001,UNM HOSPITAL,2211 LOMAS BOULEVARD NE,ALBUQUERQUE,NM,New Mexico,West,Mountain,87106,NM - Albuquerque,34,14783.32,10406.41,9091.05
683 - RENAL FAILURE W CC,320002,ST VINCENT HOSPITAL,455 ST MICHAEL'S DRIVE,SANTA FE,NM,New Mexico,West,Mountain,87505,NM - Albuquerque,56,16123.16,8616.26,7678.25
683 - RENAL FAILURE W CC,320003,ALTA VISTA REGIONAL HOSPITAL,104 LEGION AVE,LAS VEGAS,NM,New Mexico,West,Mountain,87701,NM - Albuquerque,11,30546.09,8082.36,7164.9
683 - RENAL FAILURE W CC,320004,GERALD CHAMPION REGIONAL MEDICAL CENTE,2669 NORTH SCENIC DRIVE,ALAMOGORDO,NM,New Mexico,West,Mountain,88310,TX - El Paso,35,15447.05,7795.71,6892.42
683 - RENAL FAILURE W CC,320005,SAN JUAN REGIONAL MEDICAL CENTER,801 WEST MAPLE STREET,FARMINGTON,NM,New Mexico,West,Mountain,87401,NM - Albuquerque,27,18683.44,7518.66,6686.07
683 - RENAL FAILURE W CC,320006,EASTERN NEW MEXICO MEDICAL CENTER,405 W COUNTRY CLUB RD,ROSWELL,NM,New Mexico,West,Mountain,88201,NM - Albuquerque,61,32605.19,6427.49,5633.19
683 - RENAL FAILURE W CC,320009,LOVELACE MEDICAL CENTER,601 DR MARTIN LUTHER KING JR AVE NE,ALBUQUERQUE,NM,New Mexico,West,Mountain,87102,NM - Albuquerque,26,27244.0,6059.42,4884.57
683 - RENAL FAILURE W CC,320016,GILA REGIONAL MEDICAL CENTER,1313 E 32ND ST,SILVER CITY,NM,New Mexico,West,Mountain,88061,NM - Albuquerque,14,15602.21,6396.0,5439.42
683 - RENAL FAILURE W CC,320018,MEMORIAL MEDICAL CENTER INC,2450 SOUTH TELSHOR BLVD,LAS CRUCES,NM,New Mexico,West,Mountain,88011,TX - El Paso,36,19029.02,6740.94,5864.94
683 - RENAL FAILURE W CC,320021,PRESBYTERIAN HOSPITAL,1100 CENTRAL AVENUE SE,ALBUQUERQUE,NM,New Mexico,West,Mountain,87106,NM - Albuquerque,108,23362.87,7341.53,5729.75
683 - RENAL FAILURE W CC,320022,PLAINS REGIONAL MEDICAL CENTER  CLOVIS,"2100 MARTIN LUTHER KING, JR, BLVD",CLOVIS,NM,New Mexico,West,Mountain,88101,TX - Lubbock,22,30839.13,5908.09,5099.13
683 - RENAL FAILURE W CC,320038,REHOBOTH MCKINLEY CHRISTIAN HEALTH SER,1901 RED ROCK DRIVE,GALLUP,NM,New Mexico,West,Mountain,87301,NM - Albuquerque,15,8824.0,6451.0,5405.13
683 - RENAL FAILURE W CC,320063,CARLSBAD MEDICAL CENTER,2430 WEST PIERCE,CARLSBAD,NM,New Mexico,West,Mountain,88220,TX - Lubbock,18,27220.44,7013.88,4575.33
683 - RENAL FAILURE W CC,320065,LEA REGIONAL MEDICAL CENTER,5419 N LOVINGTON HIGHWAY,HOBBS,NM,New Mexico,West,Mountain,88240,TX - Lubbock,25,29571.76,7059.68,6190.12
683 - RENAL FAILURE W CC,320074,LOVELACE WESTSIDE HOSPITAL,10501 GOLF COURSE ROAD NW,ALBUQUERQUE,NM,New Mexico,West,Mountain,87124,NM - Albuquerque,15,21126.46,5021.13,4162.86
683 - RENAL FAILURE W CC,320083,HEART HOSPITAL OF NEW MEXICO,504 ELM STREET NE,ALBUQUERQUE,NM,New Mexico,West,Mountain,87102,NM - Albuquerque,13,18263.0,5579.0,4805.15
683 - RENAL FAILURE W CC,320085,MOUNTAIN VIEW REGIONAL MEDICAL CENTER,4311 EAST LOHMAN AVENUE,LAS CRUCES,NM,New Mexico,West,Mountain,88011,TX - El Paso,30,26963.23,6071.6,5025.9
683 - RENAL FAILURE W CC,330002,PENINSULA HOSPITAL CENTER,51-15 BEACH CHANNEL DRIVE,FAR ROCKAWAY,NY,New York,Northeast,Middle Atlantic,11691,NY - East Long Island,26,32658.76,10237.69,9547.23
683 - RENAL FAILURE W CC,330003,ALBANY MEMORIAL HOSPITAL,600 NORTHERN BOULEVARD,ALBANY,NY,New York,Northeast,Middle Atlantic,12204,NY - Albany,39,13554.46,5723.25,4870.71
683 - RENAL FAILURE W CC,330004,KINGSTON HOSPITAL,396 BROADWAY,KINGSTON,NY,New York,Northeast,Middle Atlantic,12401,NY - Albany,55,32473.76,7561.25,6719.23
683 - RENAL FAILURE W CC,330005,KALEIDA HEALTH,"726 EXCHANGE STREET, SUITE 522",BUFFALO,NY,New York,Northeast,Middle Atlantic,14210,NY - Buffalo,141,17529.65,8426.87,7303.24
683 - RENAL FAILURE W CC,330006,ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,New York,Northeast,Middle Atlantic,10701,NY - White Plains,46,13139.36,9515.13,8573.95
683 - RENAL FAILURE W CC,330009,BRONX-LEBANON HOSPITAL CENTER,1276 FULTON AVENUE,BRONX,NY,New York,Northeast,Middle Atlantic,10456,NY - Bronx,47,17662.34,15222.51,14552.89
683 - RENAL FAILURE W CC,330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,New York,Northeast,Middle Atlantic,13905,NY - Binghamton,49,9603.04,5662.79,4833.51
683 - RENAL FAILURE W CC,330013,ALBANY MEDICAL CENTER HOSPITAL,43 NEW SCOTLAND AVENUE,ALBANY,NY,New York,Northeast,Middle Atlantic,12208,NY - Albany,93,28963.15,9297.31,6988.6
683 - RENAL FAILURE W CC,330014,JAMAICA HOSPITAL MEDICAL CENTER,89TH AVENUE AND VAN WYCK EXPRESSWAY,JAMAICA,NY,New York,Northeast,Middle Atlantic,11418,NY - East Long Island,42,18549.73,12318.26,11595.35
683 - RENAL FAILURE W CC,330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",2525 KINGS HIGHWAY,BROOKLYN,NY,New York,Northeast,Middle Atlantic,11229,NY - Manhattan,63,18542.92,9786.85,9068.2
683 - RENAL FAILURE W CC,330023,VASSAR BROTHERS MEDICAL CENTER,45 READE PLACE,POUGHKEEPSIE,NY,New York,Northeast,Middle Atlantic,12601,NY - Albany,122,31784.72,7205.43,6450.53
683 - RENAL FAILURE W CC,330024,MOUNT SINAI HOSPITAL,ONE GUSTAVE L LEVY PLACE,NEW YORK,NY,New York,Northeast,Middle Atlantic,10029,NY - Manhattan,230,31913.02,13028.57,11409.5
683 - RENAL FAILURE W CC,330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,New York,Northeast,Middle Atlantic,11554,NY - East Long Island,41,20170.46,12296.17,11369.02
683 - RENAL FAILURE W CC,330028,RICHMOND UNIVERSITY MEDICAL CENTER,355 BARD AVENUE,STATEN ISLAND,NY,New York,Northeast,Middle Atlantic,10304,NY - Manhattan,40,30452.85,10455.25,9696.75
683 - RENAL FAILURE W CC,330043,SOUTHSIDE HOSPITAL,301 EAST MAIN STREET,BAY SHORE,NY,New York,Northeast,Middle Atlantic,11706,NY - East Long Island,49,34233.53,8303.34,6956.22
683 - RENAL FAILURE W CC,330044,FAXTON-ST LUKE'S HEALTHCARE,1656 CHAMPLIN AVENUE,UTICA,NY,New York,Northeast,Middle Atlantic,13503,NY - Elmira,99,16608.38,5706.37,4854.66
683 - RENAL FAILURE W CC,330045,HUNTINGTON HOSPITAL,270 PARK AVENUE,HUNTINGTON,NY,New York,Northeast,Middle Atlantic,11743,NY - East Long Island,115,28434.73,6764.98,5950.07
683 - RENAL FAILURE W CC,330046,ST LUKE'S ROOSEVELT HOSPITAL,1111 AMSTERDAM AVENUE,NEW YORK,NY,New York,Northeast,Middle Atlantic,10025,NY - Manhattan,113,35881.77,11924.47,10971.86
683 - RENAL FAILURE W CC,330047,ST MARY'S HOSPITAL AT AMSTERDAM,427 GUY PARK AVENUE,AMSTERDAM,NY,New York,Northeast,Middle Atlantic,12010,NY - Albany,35,14391.65,5580.77,4872.88
683 - RENAL FAILURE W CC,330049,NORTHERN DUTCHESS HOSPITAL,6511 SPRINGBROOK AVENUE,RHINEBECK,NY,New York,Northeast,Middle Atlantic,12572,NY - Albany,14,29516.42,7085.35,6528.5
683 - RENAL FAILURE W CC,330055,NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS,56-45 MAIN STREET,FLUSHING,NY,New York,Northeast,Middle Atlantic,11355,NY - East Long Island,79,34467.53,10657.49,9389.7
683 - RENAL FAILURE W CC,330056,BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS,121 DEKALB AVENUE,BROOKLYN,NY,New York,Northeast,Middle Atlantic,11201,NY - Manhattan,47,23483.82,13161.0,12395.72
683 - RENAL FAILURE W CC,330057,ST PETER'S HOSPITAL,315 SOUTH MANNING BOULEVARD,ALBANY,NY,New York,Northeast,Middle Atlantic,12208,NY - Albany,83,20218.59,5472.81,4668.26
683 - RENAL FAILURE W CC,330059,MONTEFIORE MEDICAL CENTER,111 EAST 210TH STREET,BRONX,NY,New York,Northeast,Middle Atlantic,10467,NY - Bronx,242,44568.16,13068.19,12044.48
683 - RENAL FAILURE W CC,330061,LAWRENCE HOSPITAL CENTER,55 PALMER AVENUE,BRONXVILLE,NY,New York,Northeast,Middle Atlantic,10708,NY - White Plains,66,27131.56,7443.87,6030.27
683 - RENAL FAILURE W CC,330064,NEW YORK DOWNTOWN HOSPITAL,170 WILLIAM STREET,NEW YORK,NY,New York,Northeast,Middle Atlantic,10038,NY - Manhattan,21,20778.09,12182.09,11378.09
683 - RENAL FAILURE W CC,330067,ST FRANCIS HOSPITAL,241 NORTH ROAD,POUGHKEEPSIE,NY,New York,Northeast,Middle Atlantic,12601,NY - Albany,35,32585.62,8463.4,7294.88
683 - RENAL FAILURE W CC,330073,UNITED MEMORIAL MEDICAL CENTER,127 NORTH STREET,BATAVIA,NY,New York,Northeast,Middle Atlantic,14020,NY - Buffalo,12,9945.33,5611.83,5140.16
683 - RENAL FAILURE W CC,330074,F F THOMPSON HOSPITAL,350 PARRISH STREET,CANANDAIGUA,NY,New York,Northeast,Middle Atlantic,14424,NY - Rochester,14,8288.85,5065.0,4412.42
683 - RENAL FAILURE W CC,330078,SISTERS OF CHARITY HOSPITAL,2157 MAIN STREET,BUFFALO,NY,New York,Northeast,Middle Atlantic,14214,NY - Buffalo,47,17774.51,6598.06,5538.82
683 - RENAL FAILURE W CC,330080,LINCOLN MEDICAL & MENTAL HEALTH CENTER,234 EAST 149TH STREET,BRONX,NY,New York,Northeast,Middle Atlantic,10451,NY - Bronx,45,12455.0,14408.2,13632.64
683 - RENAL FAILURE W CC,330084,ALICE HYDE MEDICAL CENTER,133 PARK STREET,MALONE,NY,New York,Northeast,Middle Atlantic,12953,VT - Burlington,30,11911.93,6332.9,5885.43
683 - RENAL FAILURE W CC,330085,AURELIA OSBORN FOX MEMORIAL HOSPITAL,ONE NORTON AVENUE,ONEONTA,NY,New York,Northeast,Middle Atlantic,13820,NY - Binghamton,17,11698.7,5591.58,4864.76
683 - RENAL FAILURE W CC,330086,MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,New York,Northeast,Middle Atlantic,10550,NY - White Plains,13,17815.69,10187.3,9580.23
683 - RENAL FAILURE W CC,330090,ARNOT OGDEN MEDICAL CENTER,600 ROE AVENUE,ELMIRA,NY,New York,Northeast,Middle Atlantic,14905,NY - Elmira,40,15251.9,6091.02,5444.12
683 - RENAL FAILURE W CC,330094,COLUMBIA MEMORIAL HOSPITAL,71 PROSPECT AVENUE,HUDSON,NY,New York,Northeast,Middle Atlantic,12534,NY - Albany,23,12377.91,6231.26,5550.56
683 - RENAL FAILURE W CC,330096,JONES MEMORIAL HOSPITAL,191 NORTH MAIN STREET,WELLSVILLE,NY,New York,Northeast,Middle Atlantic,14895,NY - Rochester,19,8254.73,5891.84,5216.94
683 - RENAL FAILURE W CC,330101,NEW YORK-PRESBYTERIAN HOSPITAL,525 EAST 68TH STREET,NEW YORK,NY,New York,Northeast,Middle Atlantic,10021,NY - Manhattan,322,38969.6,12437.23,11186.22
683 - RENAL FAILURE W CC,330102,KENMORE MERCY HOSPITAL,2950 ELMWOOD AVENUE,KENMORE,NY,New York,Northeast,Middle Atlantic,14217,NY - Buffalo,27,13341.07,5518.07,4477.81
683 - RENAL FAILURE W CC,330103,OLEAN GENERAL HOSPITAL,515 MAIN STREET,OLEAN,NY,New York,Northeast,Middle Atlantic,14760,NY - Buffalo,51,8915.8,5661.19,4957.19
683 - RENAL FAILURE W CC,330104,NYACK HOSPITAL,160 NORTH MIDLAND AVENUE,NYACK,NY,New York,Northeast,Middle Atlantic,10960,NJ - Hackensack,63,37145.23,7890.26,7158.14
683 - RENAL FAILURE W CC,330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,New York,Northeast,Middle Atlantic,11030,NY - East Long Island,143,41870.83,10113.67,8770.03
683 - RENAL FAILURE W CC,330107,PECONIC BAY MEDICAL CENTER,1300 ROANOKE AVENUE,RIVERHEAD,NY,New York,Northeast,Middle Atlantic,11901,NY - East Long Island,44,32743.56,7722.38,6936.2
683 - RENAL FAILURE W CC,330108,"ST JOSEPH'S HOSPITAL, INC",555 EAST MARKET STREET,ELMIRA,NY,New York,Northeast,Middle Atlantic,14902,NY - Elmira,12,19296.33,6420.33,5576.66
683 - RENAL FAILURE W CC,330115,ONEIDA HEALTHCARE CENTER,321 GENESEE STREET,ONEIDA,NY,New York,Northeast,Middle Atlantic,13421,NY - Syracuse,11,17581.81,6541.36,6132.63
683 - RENAL FAILURE W CC,330119,LENOX HILL HOSPITAL,100 EAST 77TH STREET,NEW YORK,NY,New York,Northeast,Middle Atlantic,10021,NY - Manhattan,69,51900.68,9642.69,8833.85
683 - RENAL FAILURE W CC,330125,ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVENUE,ROCHESTER,NY,New York,Northeast,Middle Atlantic,14621,NY - Rochester,46,12573.67,6437.84,5680.02
683 - RENAL FAILURE W CC,330126,ORANGE REGIONAL MEDICAL CENTER,707 EAST MAIN STREET,MIDDLETOWN,NY,New York,Northeast,Middle Atlantic,10940,NY - White Plains,143,33804.82,7120.18,6401.23
683 - RENAL FAILURE W CC,330127,JACOBI MEDICAL CENTER,1400 PELHAM PARKWAY SOUTH,BRONX,NY,New York,Northeast,Middle Atlantic,10461,NY - Bronx,46,22482.71,14695.23,13935.84
683 - RENAL FAILURE W CC,330128,ELMHURST HOSPITAL CENTER,79-01 BROADWAY,ELMHURST,NY,New York,Northeast,Middle Atlantic,11373,NY - East Long Island,39,16902.79,13179.64,12427.43
683 - RENAL FAILURE W CC,330135,BON SECOURS COMMUNITY HOSPITAL,160 EAST MAIN STREET,PORT JERVIS,NY,New York,Northeast,Middle Atlantic,12771,NJ - Morristown,21,28900.76,8326.19,7080.9
683 - RENAL FAILURE W CC,330136,MARY IMOGENE BASSETT HOSPITAL,ONE ATWELL ROAD,COOPERSTOWN,NY,New York,Northeast,Middle Atlantic,13326,NY - Albany,62,15547.96,9004.51,8206.32
683 - RENAL FAILURE W CC,330140,ST JOSEPH'S HOSPITAL HEALTH CENTER,301 PROSPECT AVENUE,SYRACUSE,NY,New York,Northeast,Middle Atlantic,13203,NY - Syracuse,103,16802.54,7366.26,6603.46
683 - RENAL FAILURE W CC,330141,BROOKHAVEN MEMORIAL HOSPITAL MEDICAL CENTER,101 HOSPITAL ROAD,PATCHOGUE,NY,New York,Northeast,Middle Atlantic,11772,NY - East Long Island,106,44437.64,7631.04,6454.77
683 - RENAL FAILURE W CC,330152,LONG ISLAND COLLEGE HOSPITAL,339 HICKS STREET,BROOKLYN,NY,New York,Northeast,Middle Atlantic,11201,NY - Manhattan,25,26896.32,11849.2,10998.8
683 - RENAL FAILURE W CC,330153,ELLIS HOSPITAL,1101 NOTT STREET,SCHENECTADY,NY,New York,Northeast,Middle Atlantic,12308,NY - Albany,104,19565.86,6214.71,5256.55
683 - RENAL FAILURE W CC,330157,SAMARITAN MEDICAL CENTER,830 WASHINGTON STREET,WATERTOWN,NY,New York,Northeast,Middle Atlantic,13601,NY - Syracuse,51,16534.17,9146.7,8331.09
683 - RENAL FAILURE W CC,330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,255 LAFAYETTE AVENUE,SUFFERN,NY,New York,Northeast,Middle Atlantic,10901,NJ - Ridgewood,73,40365.67,7898.53,7099.63
683 - RENAL FAILURE W CC,330159,COMMUNITY-GENERAL HOSPITAL OF GREATER SYRACUSE,4900 BROAD ROAD,SYRACUSE,NY,New York,Northeast,Middle Atlantic,13215,NY - Syracuse,16,12469.37,5891.25,5224.12
683 - RENAL FAILURE W CC,330160,STATEN ISLAND UNIVERSITY HOSPITAL,475 SEAVIEW AVENUE,STATEN ISLAND,NY,New York,Northeast,Middle Atlantic,10305,NY - Manhattan,138,26939.16,9664.34,8696.05
683 - RENAL FAILURE W CC,330162,NORTHERN WESTCHESTER HOSPITAL,400 EAST MAIN STREET,MOUNT KISCO,NY,New York,Northeast,Middle Atlantic,10549,NY - White Plains,48,21443.12,7352.2,6063.75
683 - RENAL FAILURE W CC,330163,EASTERN NIAGARA HOSPITAL,521 EAST AVENUE,LOCKPORT,NY,New York,Northeast,Middle Atlantic,14094,NY - Buffalo,28,11211.64,6373.71,5557.03
683 - RENAL FAILURE W CC,330164,HIGHLAND HOSPITAL,1000 SOUTH AVENUE,ROCHESTER,NY,New York,Northeast,Middle Atlantic,14620,NY - Rochester,43,8359.93,6314.58,5313.9
683 - RENAL FAILURE W CC,330167,WINTHROP-UNIVERSITY HOSPITAL,259 FIRST STREET,MINEOLA,NY,New York,Northeast,Middle Atlantic,11501,NY - East Long Island,103,45461.03,9314.57,8580.2
683 - RENAL FAILURE W CC,330169,BETH ISRAEL MEDICAL CENTER,FIRST AVENUE AT 16TH STREET,NEW YORK,NY,New York,Northeast,Middle Atlantic,10003,NY - Manhattan,168,39472.61,11872.24,11164.99
683 - RENAL FAILURE W CC,330175,"CORTLAND REGIONAL MEDICAL CENTER, INC",134 HOMER AVENUE,CORTLAND,NY,New York,Northeast,Middle Atlantic,13045,NY - Syracuse,32,9532.62,6350.4,5825.78
683 - RENAL FAILURE W CC,330180,SAMARITAN HOSPITAL,2215 BURDETT AVENUE,TROY,NY,New York,Northeast,Middle Atlantic,12180,NY - Albany,23,16743.95,5713.73,5125.91
683 - RENAL FAILURE W CC,330181,GLEN COVE HOSPITAL,101 ST ANDREWS LANE,GLEN COVE,NY,New York,Northeast,Middle Atlantic,11542,NY - East Long Island,29,28605.34,7732.03,6059.82
683 - RENAL FAILURE W CC,330182,"ST FRANCIS HOSPITAL, ROSLYN",100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,New York,Northeast,Middle Atlantic,11576,NY - East Long Island,48,33825.02,7476.31,5376.75
683 - RENAL FAILURE W CC,330184,SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,16 GUION PLACE,NEW ROCHELLE,NY,New York,Northeast,Middle Atlantic,10802,NY - Bronx,40,17340.25,10078.32,9293.92
